"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"21:18:14.8210166","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS","Desired Access: Read"
"21:18:14.8210387","Procmon64.exe","10216","QueryOpen","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","FAST IO DISALLOWED",""
"21:18:14.8210598","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS","Index: 0, Name: 2"
"21:18:14.8210883","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Index\UserSid\S-1-5-21-4279415155-462254920-2085994121-1001","SUCCESS",""
"21:18:14.8211120","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8211330","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS","Desired Access: Read"
"21:18:14.8211605","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2\UserSid","SUCCESS","Type: REG_SZ, Length: 92, Data: S-1-5-21-4279415155-462254920-2085994121-1001"
"21:18:14.8211683","Procmon64.exe","10216","CreateFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.8211929","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\User\Data\2","SUCCESS",""
"21:18:14.8212104","Procmon64.exe","10216","QueryBasicInformationFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","CreationTime: 2026/7/30 10:24:18, LastAccessTime: 2026/7/30 10:24:23, LastWriteTime: 2026/7/28 11:31:40, ChangeTime: 2026/7/30 13:40:51, FileAttributes: A"
"21:18:14.8212285","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8212324","Procmon64.exe","10216","CloseFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8212498","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8212576","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Desired Access: Read"
"21:18:14.8213653","Procmon64.exe","10216","CreateFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.8214648","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Index: 0, Name: 116c"
"21:18:14.8214777","Procmon64.exe","10216","CreateFileMapping","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"21:18:14.8214907","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8214969","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8215087","Procmon64.exe","10216","CreateFileMapping","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","SyncType: SyncTypeOther"
"21:18:14.8215101","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116c","SUCCESS","Desired Access: Read"
"21:18:14.8215172","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8215398","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116c\PackageFullName","SUCCESS","Type: REG_SZ, Length: 108, Data: Microsoft.Paint_11.2508.361.0_neutral_~_8wekyb3d8bbwe"
"21:18:14.8215451","Procmon64.exe","10216","CloseFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8215668","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8216094","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116c\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 8"
"21:18:14.8216381","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116c","SUCCESS",""
"21:18:14.8216553","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Index: 1, Name: 116d"
"21:18:14.8216751","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8217093","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d","SUCCESS","Desired Access: Read"
"21:18:14.8217543","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d\PackageFullName","SUCCESS","Type: REG_SZ, Length: 98, Data: Microsoft.Paint_11.2508.361.0_x64__8wekyb3d8bbwe"
"21:18:14.8217755","Procmon64.exe","10216","QueryOpen","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","FAST IO DISALLOWED",""
"21:18:14.8217786","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.8218025","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d","SUCCESS",""
"21:18:14.8218224","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8218399","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^116d","SUCCESS","Desired Access: Read"
"21:18:14.8218630","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^116d","SUCCESS","Query: Cached, SubKeys: 1, Values: 0"
"21:18:14.8218808","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\PackageUser\Index\UserAndPackage\2^116d","SUCCESS",""
"21:18:14.8218816","Procmon64.exe","10216","CreateFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.8218972","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Index: 2, Name: 116e"
"21:18:14.8219168","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8219253","Procmon64.exe","10216","QueryBasicInformationFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","CreationTime: 2026/7/30 10:24:18, LastAccessTime: 2026/7/30 10:24:23, LastWriteTime: 2026/7/28 11:31:40, ChangeTime: 2026/7/30 13:40:51, FileAttributes: A"
"21:18:14.8219342","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116e","SUCCESS","Desired Access: Read"
"21:18:14.8219370","Procmon64.exe","10216","CloseFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8219518","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8219571","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116e\PackageFullName","BUFFER OVERFLOW","Length: 144"
"21:18:14.8219793","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116e\PackageFullName","SUCCESS","Type: REG_SZ, Length: 136, Data: Microsoft.Paint_11.2508.361.0_neutral_split.scale-100_8wekyb3d8bbwe"
"21:18:14.8220013","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116e\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"21:18:14.8220243","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116e","SUCCESS",""
"21:18:14.8220401","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Index: 3, Name: 1170"
"21:18:14.8220490","Procmon64.exe","10216","CreateFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"21:18:14.8220591","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8220750","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1170","SUCCESS","Desired Access: Read"
"21:18:14.8220917","Procmon64.exe","10216","CreateFileMapping","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_READONLY"
"21:18:14.8220974","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1170\PackageFullName","BUFFER OVERFLOW","Length: 144"
"21:18:14.8221059","Procmon64.exe","10216","QueryStandardInformationFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","AllocationSize: 232,751,104, EndOfFile: 232,750,432, NumberOfLinks: 1, DeletePending: False, Directory: False"
"21:18:14.8221191","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1170\PackageFullName","SUCCESS","Type: REG_SZ, Length: 150, Data: Microsoft.Paint_11.2508.361.0_neutral_split.language-zh-hans_8wekyb3d8bbwe"
"21:18:14.8221217","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8221322","Procmon64.exe","10216","CreateFileMapping","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","SyncType: SyncTypeOther"
"21:18:14.8221408","Procmon64.exe","10216","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8221413","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1170\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"21:18:14.8221685","Procmon64.exe","10216","CloseFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8221690","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1170","SUCCESS",""
"21:18:14.8221848","Procmon64.exe","10216","IRP_MJ_CLOSE","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS",""
"21:18:14.8221867","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS","Index: 4, Name: 1171"
"21:18:14.8222064","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8222144","Procmon64.exe","10216","ReadFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Offset: 231,464,960, Length: 65,536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"21:18:14.8222237","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1171","SUCCESS","Desired Access: Read"
"21:18:14.8222493","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1171\PackageFullName","BUFFER OVERFLOW","Length: 144"
"21:18:14.8222701","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1171\PackageFullName","SUCCESS","Type: REG_SZ, Length: 140, Data: Microsoft.Paint_11.2508.361.0_neutral_split.language-ja_8wekyb3d8bbwe"
"21:18:14.8222924","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1171\PackageType","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"21:18:14.8223157","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\1171","SUCCESS",""
"21:18:14.8223927","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","NO MORE ENTRIES","Index: 5, Length: 288"
"21:18:14.8224090","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFamily\80","SUCCESS",""
"21:18:14.8224229","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS",""
"21:18:14.8224384","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS",""
"21:18:14.8224584","Explorer.EXE","6308","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.8224803","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Desired Access: Read"
"21:18:14.8225080","Explorer.EXE","6308","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"21:18:14.8225246","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8225417","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS","Desired Access: Read"
"21:18:14.8225684","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata\Revision","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.8225781","Procmon64.exe","10216","CreateFile","C:\Users\rabBIThole\AppData\Local\Programs\SystemResources\Code.exe.mun","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a"
"21:18:14.8225899","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8226480","Procmon64.exe","10216","ReadFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Offset: 231,575,552, Length: 65,536, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"21:18:14.8227331","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2508.361.0_x64__8wekyb3d8bbwe","SUCCESS","Desired Access: Read"
"21:18:14.8227569","Explorer.EXE","6308","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2508.361.0_x64__8wekyb3d8bbwe","SUCCESS","Index: 0, Name: 116d"
"21:18:14.8227737","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Index\PackageFullName\Microsoft.Paint_11.2508.361.0_x64__8wekyb3d8bbwe","SUCCESS",""
"21:18:14.8227869","Explorer.EXE","6308","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"21:18:14.8227986","Explorer.EXE","6308","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d","SUCCESS","Desired Access: Read"
"21:18:14.8228195","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d\InstalledLocation","BUFFER OVERFLOW","Length: 144"
"21:18:14.8228376","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d\InstalledLocation","SUCCESS","Type: REG_SZ, Length: 156, Data: C:\Program Files\WindowsApps\Microsoft.Paint_11.2508.361.0_x64__8wekyb3d8bbwe"
"21:18:14.8228551","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Package\Data\116d","SUCCESS",""
"21:18:14.8228566","Procmon64.exe","10216","ReadFile","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","SUCCESS","Offset: 231,530,496, Length: 45,056, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"21:18:14.8228681","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache\Metadata","SUCCESS",""
"21:18:14.8228794","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModel\StateRepository\Cache","SUCCESS",""
"21:18:14.8228995","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.8229144","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.8229253","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.8229393","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.8229632","Explorer.EXE","6308","RegOpenKey","HKCU\Control Panel\International\User Profile","SUCCESS","Desired Access: Read"
"21:18:14.8229800","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.8229970","Explorer.EXE","6308","RegQueryValue","HKCU\Control Panel\International\User Profile\Languages","BUFFER OVERFLOW","Length: 12"
"21:18:14.8230145","Explorer.EXE","6308","RegQueryValue","HKCU\Control Panel\International\User Profile\Languages","SUCCESS","Type: REG_MULTI_SZ, Length: 42, Data: zh-Hans-CN, en-US, ja"
"21:18:14.8230446","Explorer.EXE","6308","RegCloseKey","HKCU\Control Panel\International\User Profile","SUCCESS",""
"21:18:14.8230554","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.8230672","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.paint_8wekyb3d8bbwe\ResourcesConfig\ManifestLanguagesList","BUFFER OVERFLOW","Length: 12"
"21:18:14.8230879","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.paint_8wekyb3d8bbwe\ResourcesConfig\ManifestLanguagesList","SUCCESS","Type: REG_MULTI_SZ, Length: 54, Data: en-US, en-GB, zh-Hans-CN, ja"
"21:18:14.8231158","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.paint_8wekyb3d8bbwe\ResourcesConfig\OverrideLanguagesList","NAME NOT FOUND","Length: 12"
"21:18:14.8231365","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\microsoft.paint_8wekyb3d8bbwe\ResourcesConfig","SUCCESS",""
"21:18:14.8231914","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"21:18:14.8232059","Explorer.EXE","6308","RegOpenKey","HKCU\Control Panel\International\Geo","SUCCESS","Desired Access: Read"
"21:18:14.8232208","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.8232312","Explorer.EXE","6308","RegQueryValue","HKCU\Control Panel\International\Geo\Name","SUCCESS","Type: REG_SZ, Length: 6, Data: CN"
"21:18:14.8232477","Explorer.EXE","6308","RegCloseKey","HKCU\Control Panel\International\Geo","SUCCESS",""
"21:18:14.8232718","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.8232834","Explorer.EXE","6308","RegOpenKey","HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS","Desired Access: Query Value"
"21:18:14.8232999","Explorer.EXE","6308","RegQueryValue","HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Personalize\AppsUseLightTheme","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"21:18:14.8233167","Explorer.EXE","6308","RegCloseKey","HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Personalize","SUCCESS",""
"21:18:14.8233396","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\OEM","SUCCESS","Desired Access: Read"
"21:18:14.8234990","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\OEM\DeviceForm","NAME NOT FOUND","Length: 20"
"21:18:14.8235637","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\OEM","SUCCESS",""
"21:18:14.8235936","Explorer.EXE","6308","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\OEM","SUCCESS","Desired Access: Read"
"21:18:14.8236165","Explorer.EXE","6308","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\OEM\DeviceForm","NAME NOT FOUND","Length: 20"
"21:18:14.8236412","Explorer.EXE","6308","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\OEM","SUCCESS",""
"21:18:14.8236688","Explorer.EXE","6308","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"21:18:14.8236920","Explorer.EXE","6308","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"21:18:14.8237054","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.Paint_8wekyb3d8bbwe\ResourceQualifiers","REPARSE","Desired Access: Read"
"21:18:14.8237223","Explorer.EXE","6308","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Windows\CurrentVersion\AppContainer\Storage\Microsoft.Paint_8wekyb3d8bbwe\ResourceQualifiers","NAME NOT FOUND","Desired Access: Read"
"21:18:14.8237434","Explorer.EXE","6308","RegCloseKey","HKCU","SUCCESS",""
"21:18:14.8239170","Procmon64.exe","10216","QueryOpen","C:\Users\rabBIThole\AppData\Local\Programs\Microsoft VS Code\Code.exe","FAST IO DISALLOWED",""
